other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
8932,P,,Thymus moroderi Mart. Mart.,,,9.0,9.0,grids1x1,C,"A,B,D",ES6200028,2023,135,np,203,22.0
8934,P,,Thymus orospedanus Villar,,,,,,C,B,ES6200016,2023,135,np,203,
8939,P,,Thymus pulegioides L.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
8940,P,,Thymus richardii Pers.,,,4132.0,4132.0,i,,D,ES5233041,2023,135,np,203,36.0
8941,P,,Thymus richardii Pers. subsp. richardii,,,,,,,B,ES0000073,2023,135,np,203,
8942,P,,Thymus richardii subsp. ebusitanus (Font Quer) Jalas,,,,,,,A,ES5310105,2023,135,np,203,
8946,P,,Thymus serpylloides subsp. gadorensis (Pau) Jalas,,,,,,C,D,ES0000173,2023,135,np,203,
8950,P,,Thymus villosus subsp. velascoi R. Morales & G. López,,,,,,P,"B,D",ES4250005,2023,135,np,203,
8952,P,,Thymus webbianus Rouy,,,,,,,B,ES0000459,2023,135,np,203,
8956,P,,Thymus zygis L.,,,,,,P,B,ES0000136,2023,135,np,203,
8962,P,,Tilia platyphyllos Scop.,,,,,,P,D,ES0000281,2023,135,np,203,
8966,P,,Tofieldia calyculata (L.) Wahlenb.,,1.0,,,,P,D,ES2130002,2023,135,np,203,
8977,P,,Trifolium angustifolium L.,,,,,,P,D,ES0000398,2023,135,np,203,
8994,P,,Trifolium isthmocarpum Brot.,,,,,,R,B,ES6310001,2023,135,np,203,
9003,P,,Trifolium micranthum Viv.,,,,,,,D,ES5310122,2023,135,np,203,
9023,P,,Tozzia alpina L.,,,,,,P,D,ES2110009,2023,135,np,203,
9024,P,,Tozzia alpina L. subsp. alpina,,,1.0,1.0,grids10x10,V,D,ES0000003,2023,135,np,203,47.0
9032,P,,Trifolium occidentale Coombe,,,,,,P,B,ES0000086,2023,135,np,203,
9050,P,,Trifolium rubens L.,,,1.0,1.0,grids10x10,V,D,ES4170135,2023,135,np,203,47.0
9070,P,,Triglochin barrelieri Loisel.,,,,,i,R,"A,D",ES0000337,2023,135,np,203,36.0
9072,P,,Triglochin laxiflora Guss.,,,,,i,R,D,ES0000140,2023,135,np,203,36.0
9074,P,,Triglochin palustris L.,,,,,,P,D,ES2110022,2023,135,np,203,
9091,P,,Trollius europaeus L.,,,,,,P,D,ES0000244,2023,135,np,203,
9095,P,,Tuberaria commutata Gallego,,,,,,P,B,ES6150021,2023,135,np,203,
9096,P,,Tuberaria echioides (Lam.) Willk.,,,,,i,R,D,ES6120015,2023,135,np,203,36.0
9108,P,,Typha angustifolia L.,,,,,,P,D,ES0000284,2023,135,np,203,
9111,P,,Typha latifolia L.,,,,,,P,D,ES0000289,2023,135,np,203,
9126,P,,Ulex canescens Lange,,,,,localities,V,"A,B,D",ES0000046,2023,135,np,203,35.0
9129,P,,Ulex eriocladus C. Vicioso,,,,,,C,D,ES4310067,2023,135,np,203,
9139,P,,Ulex minor Roth,,,1000.0,2000.0,i,P,D,ES6150004,2023,135,np,203,36.0
9140,P,,Ulex parviflorus Pourr.,,,,,,P,B,ES0000014,2023,135,np,203,
9144,P,,Ulmus glabra Huds.,,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
9147,P,,Ulmus minor Mill.,,,1.0,2.0,grids10x10,P,D,ES0000257,2023,135,np,203,47.0
9158,P,,Vicia bifoliolata,,,,,,P,,ES0000235,2023,135,p,201,
9172,P,,Utricularia australis R. Br.,,,,,area,P,D,ES0000026,2023,135,np,203,9.0
9175,P,,Utricularia minor L.,,,1.0,1.0,grids10x10,V,"A,D",ES0000116,2023,135,np,203,47.0
9177,P,,Utricularia vulgaris L.,,,1.0,1.0,grids10x10,V,D,ES4120092,2023,135,np,203,47.0
9181,P,,Vaccinium myrtillus L.,,,,,,P,D,ES0000057,2023,135,np,203,
9188,P,,Valeriana apula Pourr.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9193,P,,Vicia glauca subsp. giennensis (Cuatrec.) Blanca & F. Valle,,,892.0,1017.0,i,R,"A,B,D,IV",ES6160007,2023,135,np,203,36.0
9203,P,,Vicia lutea subsp. cavanillesii (Mart. Mart.) Romero Zarco,,,,,i,R,"A,D",ES0000049,2023,135,np,203,36.0
9217,P,,Vicia pyrenaica Pourr.,,,27.0,107.0,area,V,D,ES6140001,2023,135,np,203,9.0
9227,P,,Valeriana longiflora Willk.,,,,,,R,"B,C",ES0000015,2023,135,np,203,
9230,P,,Valeriana officinalis L.,,,,,,R,D,ES4240016,2023,135,np,203,
9235,P,,Valeriana tripteris L.,,,,,,P,D,ES2420036,2023,135,np,203,
9238,P,,Valeriana tuberosa L.,,,1.0,1.0,grids1x1,,D,ES0000262,2023,135,np,203,22.0
9250,P,,Valerianella martinii Loscos,,,,,,R,"A,B",ES0000115,2023,135,np,203,
9253,P,,Valerianella multidentata Loscos & J. Pardo,,,,,,P,"A,B",ES0000181,2023,135,np,203,
9258,P,,Vandenboschia speciosa,,,4.0,4.0,i,V,,ES0000122,2023,135,p,201,36.0
9263,P,,Vella pseudocytisus L.,,,,,,R,D,ES0000119,2023,135,np,203,
9264,P,,Vella pseudocytisus L. subsp. pseudocytisus,,,,,,P,"A,B,D",ES4250009,2023,135,np,203,
9266,P,,Vella spinosa Boiss.,,,,,,P,"B,D",ES4210008,2023,135,np,203,
9267,P,,Veratrum album L.,,,,,,P,A,ES2110009,2023,135,np,203,
9268,P,,Verbascum barnadesii Vahl,,,1.0,1.0,grids10x10,V,"B,D",ES4150100,2023,135,np,203,47.0
9273,P,,Verbascum charidemi Murb.,,,1.0,,localities,P,"A,B,D",ES6110005,2023,135,np,203,35.0
9279,P,,Verbascum fontqueri Benedí & J.M. Monts.,,,,,,,B,ES0000212,2023,135,np,203,
9283,P,,Verbascum hervieri Degen,,,15.0,15.0,i,V,D,ES6140005,2023,135,np,203,36.0
9289,P,,Verbascum nevadense Boiss.,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
9293,P,,Verbascum pseudocreticum Benedí & J.M. Monts.,,,100.0,150.0,i,R,D,ES0000140,2023,135,np,203,36.0
9300,P,,Verbascum thapsus L.,,,,,i,P,D,ES6140005,2023,135,np,203,36.0
9307,P,,Verbena supina L.,,,,,,,D,ES5310118,2023,135,np,203,
9311,P,,Veronica alpina L.,,,,,,P,D,ES2410013,2023,135,np,203,
9317,P,,Veronica aragonensis Stroh,,,66.0,516.0,tufts,V,D,ES6140005,2023,135,np,203,41.0
9329,P,,Veronica fruticans Jacq.,,,,,,R,D,ES2430028,2023,135,np,203,
9331,P,,Veronica fruticans subsp. cantabrica M. Laínz,,,,,,R,D,ES0000164,2023,135,np,203,
9336,P,,Veronica micrantha,,,1.0,1.0,grids1x1,V,,ES0000116,2023,135,p,201,22.0
9336,P,1733,Veronica micrantha,,1.0,,,,P,,ES0000355,2023,135,p,201,
9348,P,,Veronica ponae Gouan,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9351,P,,Veronica scutellata L.,,,1.0,1.0,grids1x1,,B,ES0000308,2023,135,np,203,22.0
9368,P,,Viburnum lantana L.,,,13.0,13.0,i,P,D,ES6140003,2023,135,np,203,36.0
9369,P,,Viburnum opulus L.,,,22.0,22.0,tufts,V,D,ES0000035,2023,135,np,203,41.0
9370,P,,Viburnum tinus L.,,,1.0,2.0,grids10x10,R,D,ES0000257,2023,135,np,203,47.0
9371,P,,Vicia altissima Desf.,,,2.0,2.0,localities,V,"A,D",ES6110005,2023,135,np,203,35.0
9374,P,,Vicia argentea Lapeyr.,,,2.0,2.0,grids1x1,,"A,B",ES2410031,2023,135,np,203,22.0
9383,P,,Vincetoxicum nigrum (L.) Moench,,,,,,P,D,ES2410013,2023,135,np,203,
9387,P,,Viola biflora L.,,,,,,P,A,ES2120002,2023,135,np,203,
9390,P,,Viola cazorlensis Gand.,,,1000.0,10000.0,i,V,"A,D,IV",ES6140005,2023,135,np,203,36.0
9390,P,1587,Viola cazorlensis,,,447.0,617.0,i,R,"A,D,IV",ES6160007,2023,135,np,203,36.0
9391,P,,Viola cornuta L.,,,,,,P,B,ES0000149,2023,135,np,203,
9392,P,,Viola crassiuscula Bory,,,,,i,P,"B,D",ES6140004,2023,135,np,203,36.0
9394,P,,Viola diversifolia (Ging.) W. Becker,,,,,,P,B,ES0000149,2023,135,np,203,
9395,P,,Viola hirta L.,,,,,,P,D,ES2430007,2023,135,np,203,
9396,P,,Viola jaubertiana,,,,,,R,,ES5310027,2023,135,p,201,
9396,P,1589,Viola jaubertiana,,,,,,R,,ES0000073,2023,135,p,201,
9399,P,,Viola lactea Sm.,,,,,,P,B,ES0000024,2023,135,np,203,
9403,P,,Viola montcaunica Pau,,,,,,P,B,ES0000297,2023,135,np,203,
9405,P,,Viola palustris L.,,,,,,P,D,ES0000014,2023,135,np,203,
9406,P,,Viola palustris L. subsp. palustris,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9410,P,,Viola riviniana Rchb.,,,,,,P,D,ES2410015,2023,135,np,203,
9421,P,,Viscum album subsp. austriacum (Wiesb.) Vollm.,,,,,,C,D,ES6200017,2023,135,np,203,
9424,P,,Vitex agnus-castus L.,,,,,,,D,ES0000233,2023,135,np,203,
9438,P,,Withania frutescens (L.) Pauquy,,,,,,,C,ES0000082,2023,135,np,203,
9441,P,,Ziziphus lotus (L.) Lam.,,,1.0,1.0,grids1x1,,D,ES0000260,2023,135,np,203,22.0
9444,P,,Zostera marina L.,,1.0,,,,,D,ES6110015,2023,135,np,203,
9445,P,,Zostera noltii Hornem.,,1.0,,,,,D,ES6110015,2023,135,np,203,
9449,P,,Wolffia arrhiza (L.) Wimm.,,,,,,P,A,ES6150013,2023,135,np,203,
9451,P,,Woodsia alpina (Bolton) S.F. Gray,,,,,,R,D,ES0000149,2023,135,np,203,
9455,P,,Woodwardia radicans,,,1.0,1.0,i,V,,ES0000122,2023,135,p,201,36.0
9455,P,1426,Woodwardia radicans,,,50.0,100.0,i,V,,ES0000144,2023,135,p,201,36.0
9465,P,,Iris latifolia (Mill.) Voss,,,,,,P,B,ES0000016,2023,135,np,203,
9467,P,,Iris serotina Willk.,,,9.0,9.0,i,V,D,ES0000035,2023,135,np,203,36.0
9472,P,,Zannichellia contorta (Desf.) Cham. & Schltdl.,,,,,,P,"A,D",ES4210005,2023,135,np,203,
9474,P,,"Zannichellia obtusifolia Talavera, García-Mur. & H. Smit",,,,,,P,D,ES0000275,2023,135,np,203,
9475,P,,Zannichellia palustris L.,,,,,,P,D,ES0000014,2023,135,np,203,
9476,P,,Zannichellia pedunculata Rchb.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9477,P,,Zannichellia peltata Bertol.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9481,P,,Ziziphora aragonensis Pau,,,,,,V,"B,D",ES2200037,2023,135,np,203,
9577,P,,Festuca rubra L.,,,,,,P,"A,D",ES2130004,2023,135,np,203,
9600,P,,Hordeum murinum L.,,,,,,P,D,ES6170015,2023,135,np,203,
9623,P,,Launaea arborescens (Batt.) Murb.,,,1.0,1.0,i,,D,ES5213023,2023,135,np,203,36.0
9651,P,,Phragmites australis (Cav.) Steud.,,,,,,P,D,ES0000272,2023,135,np,203,
9666,P,,Polypogon maritimus Willd.,,,,,,P,D,ES0000275,2023,135,np,203,
9725,P,,"Erysimum javalambrense Mateo, M.B. Crespo & López Udias",,,16000000.0,16000000.0,area,,"A,B",ES2420129,2023,135,np,203,9.0
9756,P,,Ammochloa palaestina Boiss.,,,1.0,,localities,P,"A,D",ES6110005,2023,135,np,203,35.0
9800,P,,Anacyclus alboranensis Esteve & Varo,,,150000.0,180000.0,i,C,"A,B,D",ES6110015,2023,135,np,203,36.0
9801,P,,"Agrostis canina subsp. granatensis Romero García, Blanca & C. Morales",,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
9802,P,,Aeluropus littoralis (Gouan) Parl.,,,2.0,2.0,grids10x10,C,D,ES4180124,2023,135,np,203,47.0
9807,P,,Antennaria dioica (L.) Gaertn.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9808,P,,Anthemis arvensis L.,,,,,,,D,ES0000038,2023,135,np,203,
9835,P,,Erodium sanguis-christi Sennen,,,1.0,19.0,grids1x1,,D,ES6200039,2023,135,np,203,22.0
9838,P,,Erodium reichardii (Murray) DC.,,,,,,,B,ES0000073,2023,135,np,203,
9839,P,,Erodium rupestre (Cav.) Marcet,,,5.0,5.0,grids1x1,,"A,B",ES0000281,2023,135,np,203,22.0
9842,P,,Festuca eskia DC.,,,,,,P,B,ES0000016,2023,135,np,203,
9843,P,,Festuca glacialis Bureau,,,,,,P,B,ES0000016,2023,135,np,203,
9847,P,,Festuca pyrenaica Reut.,,,,,,P,B,ES0000016,2023,135,np,203,
9849,P,,Linum campanulatum L.,,,1.0,1.0,grids10x10,V,D,ES4170135,2023,135,np,203,47.0
9858,P,,Anthemis bourgaei Boiss. & Reut.,,,4000.0,5000.0,i,R,"A,B,D",ES6120020,2023,135,np,203,36.0
9862,P,,Avena murphyi Ladiz.,,1.0,,,,,D,ES0000031,2023,135,np,203,
9870,P,,Erodium mouretii Pit.,,,,,,P,A,ES0000014,2023,135,np,203,
9873,P,,Gaudinia hispanica,,,22600.0,23100.0,area,P,,ES0000025,2023,135,p,201,9.0
9883,P,,Achnatherum calamagrostis (L.) P. Beauv.,,,,,,P,"B,D",ES4240007,2023,135,np,203,
9884,P,,Achillea ageratum L.,,,,,,,D,ES0000038,2023,135,np,203,
9885,P,,Achillea millefolium L.,,,1.0,5.0,i,,D,ES0000173,2023,135,np,203,36.0
9889,P,,Agrostis curtisii Kerguélen,,,,,,P,B,ES1120015,2023,135,np,203,
9899,P,,Andryala agardhii DC.,,,,,,P,B,ES6140006,2023,135,np,203,
9905,P,,Arrhenatherum album (Vahl) W.D. Clayton,,,,,,P,B,ES0000182,2023,135,np,203,
9914,P,,Artemisia caerulescens subsp. gallica (Willd.) K. Perss.,,,,,,C,D,ES0000161,2023,135,np,203,
9916,P,,Artemisia chamaemelifolia Vill.,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
9918,P,,Artemisia granatensis,1.0,,1352.0,1402.0,i,R,,ES6140004,2023,135,p,201,36.0
9920,P,,Artemisia umbelliformis Lam.,,,1.0,1.0,grids10x10,V,D,ES4140011,2023,135,np,203,47.0
9922,P,,Arundo plinii Turra,,,,,,P,D,ES0000138,2023,135,np,203,
9924,P,,Arundo donax L.,,,,,,P,D,ES6110001,2023,135,np,203,
9925,P,,Asteriscus maritimus (L.) Less.,,,,,,C,D,ES6320002,2023,135,np,203,
9931,P,,Brachypodium retusum (Pers.) P. Beauv.,,,,,,P,D,ES0000033,2023,135,np,203,
9954,P,,Bromus diandrus Roth,,,,,i,R,D,ES0000337,2023,135,np,203,36.0
9957,P,,Bromus cabrerensis Acedo & Llamas,,,2.0,2.0,grids10x10,R,"A,B,D",ES4130117,2023,135,np,203,47.0
9964,P,,Bromus sterilis L.,,,,,,P,D,ES2410017,2023,135,np,203,
9966,P,,Castellia tuberculosa (Moris) Bor,,,1.0,,localities,P,D,ES6110005,2023,135,np,203,35.0
9971,P,,Crypsis aculeata (L.) Aiton,,,,,,P,D,ES0000275,2023,135,np,203,
9979,P,,Ctenopsis gypsophila (Hack.) Paunero,,,40.0,40.0,i,V,D,ES6110004,2023,135,np,203,36.0
9989,P,,Erodium astragaloides,1.0,,11673.0,23113.0,i,V,,ES6140004,2023,135,p,201,36.0
9992,P,,Erodium cazorlanum Heywood,,,700.0,1500.0,tufts,P,"A,B,D",ES6140005,2023,135,np,203,41.0
9997,P,,Erodium daucoides Boiss.,,,1.0,,localities,V,"A,D",ES6110008,2023,135,np,203,35.0
10007,P,,Erodium rupicola,,,9292.0,9827.0,i,R,,ES6140004,2023,135,p,201,36.0
10017,P,,Elymus pungens (Pers.) Melderis subsp. pungens,,,,,,P,B,ES0000017,2023,135,np,203,
10023,P,,Eragrostis papposa (Roem. & Schult.) Steud.,,,1.0,1.0,grids10x10,P,D,ES0000257,2023,135,np,203,47.0
10028,P,,Festuca clementei Boiss.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
10029,P,,Festuca elegans,,,1.0,1.0,grids1x1,,,ES4320039,2023,135,p,201,22.0
10029,P,1885,Festuca elegans,,1.0,,,,P,,ES0000355,2023,135,p,201,
10030,P,,Festuca frigida (Hack.) K. Richt.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
10033,P,,Festuca iberica (Hack.) K. Richt.,,,,,,P,B,ES0000297,2023,135,np,203,
10034,P,,Festuca nevadensis (Hack.) Markgr.-Dann.,,,1.0,,localities,P,D,ES6110008,2023,135,np,203,35.0
10038,P,,Festuca rivularis Boiss.,,,,,,P,B,ES0000149,2023,135,np,203,
10043,P,,Hainardia cylindrica (Willd.) Greuter,,,,,,P,D,ES0000275,2023,135,np,203,
10045,P,,Helictotrichon filifolium subsp. velutinum Romero Zarco,,,,,i,P,"A,B,D",ES6140006,2023,135,np,203,36.0
10049,P,,Holcus caespitosus Boiss.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
10050,P,,Holcus grandiflorus Boiss. & Reut.,,,,,i,R,"A,D",ES0000049,2023,135,np,203,36.0
10054,P,,Hordeum marinum Huds.,,,,,,P,D,ES0000275,2023,135,np,203,
10055,P,,Imperata cylindrica (L.) Raeusch.,,,,,,P,D,ES0000138,2023,135,np,203,
10056,P,,Koeleria crassipes Lange,,,,,,P,B,ES0000300,2023,135,np,203,
10060,P,,Lygeum spartum L.,,,,,,P,D,ES0000136,2023,135,np,203,
10063,P,,Linum catharticum L.,,,,,,R,D,ES6200017,2023,135,np,203,
10067,P,,Linum suffruticosum L.,,,,,,P,D,ES4320039,2023,135,np,203,
10074,P,,Mibora minima (L.) Desv.,,,,,,P,B,ES0000001,2023,135,np,203,
10075,P,,Micropyrum patens (Brot.) Pilg.,,,850.0,850.0,i,R,D,ES6130007,2023,135,np,203,36.0
10080,P,,Molinia caerulea (L.) Moench,,,,,,P,D,ES4320039,2023,135,np,203,
10091,P,,Parapholis incurva (L.) C.E. Hubb.,,,,,,P,D,ES6170015,2023,135,np,203,
10094,P,,Periballia involucrata (Cav.) Janka,,,,,,P,B,ES0000300,2023,135,np,203,
10120,P,,Polypogon monspeliensis (L.) Desf.,,,,,,P,D,ES6170015,2023,135,np,203,
10123,P,,Puccinellia fasciculata (Torr.) E. P. Bicknell,,,,,,C,D,ES0000165,2023,135,np,203,
10134,P,,Stipa lagascae Roem. & Schult.,,,,,,P,D,ES2410030,2023,135,np,203,
10135,P,,Stipa offneri Breistr.,,,,,,P,D,ES2430033,2023,135,np,203,
10138,P,,Sonchus crassifolius Willd.,,,,,,P,B,ES0000017,2023,135,np,203,
10139,P,,Sonchus maritimus L.,,,1.0,1.0,grids1x1,V,D,ES4170120,2023,135,np,203,22.0
10143,P,,Sphenopus divaricatus (Gouan) Rchb.,,,,,,P,D,ES6170015,2023,135,np,203,
10156,P,,Triplachne nitens (Guss.) Link,,,3.0,,localities,R,D,ES6110006,2023,135,np,203,35.0
10159,P,,Trisetum glaciale (Bory) Boiss.,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
10160,P,,Trisetum velutinum Boiss.,,,,,,P,"B,D",ES4210008,2023,135,np,203,
10162,P,,Tussilago farfara L.,,,328.0,548.0,tufts,V,D,ES0000035,2023,135,np,203,41.0
10172,P,,Vulpia myuros (L.) C.C. Gmel.,,,,,,P,D,ES2410017,2023,135,np,203,
10193,P,,Festuca aragonensis (Willk.) Fuente & Ortúñez,,,,,,P,B,ES2430028,2023,135,np,203,
10202,P,,Koeleria caudata (Link) Steud.,,,,,,P,A,ES0000014,2023,135,np,203,
10219,P,,Trisetum ovatum (Cav.) Pers.,,,,,,P,B,ES0000309,2023,135,np,203,
10221,P,,Trisetum scabriusculum Willk.,,,,,,P,B,ES0000300,2023,135,np,203,
10249,P,,Bromus arvensis L.,,,,,,P,D,ES2410017,2023,135,np,203,
10254,P,,Calamagrostis epigejos (L.) Roth,,,,,,P,D,ES4240016,2023,135,np,203,
10275,P,,Phleum pratense subsp. bertolonii (DC.) Bornm.,,,,,,P,D,ES6140001,2023,135,np,203,
10282,P,,Spartina maritima (Curtis) Fernald,,,,,area,R,D,ES0000140,2023,135,np,203,9.0
10296,P,,Armeria trianoi Nieto Fel.,,,,,,P,"B,D",ES6130002,2023,135,np,203,
10344,P,1762,Arnica montana,,,-1.0,,i,,"D,V",ES0000016,2023,135,np,203,36.0
10347,P,,Artemisia caerulescens L.,,,,,,P,D,ES0000025,2023,135,np,203,
10348,P,,Artemisia caerulescens L. subsp. caerulescens,,,,,i,R,D,ES0000140,2023,135,np,203,36.0
10383,P,,Doronicum plantagineum L.,,,,,,P,D,ES0000266,2023,135,np,203,
10395,P,,Inula crithmoides L.,,,,,,P,D,ES4210011,2023,135,np,203,
10429,P,,Scorzonera humilis L.,,,,,,V,D,ES4230014,2023,135,np,203,
10434,P,,Solidago macrorrhiza Lange,,,,,,P,D,ES2120009,2023,135,np,203,
10446,P,,Aetheorhiza bulbosa (L.) Cass.,,,,,,,B,ES0000082,2023,135,np,203,
10504,I,,"Corbicula fluminea (Muller, 1774)",,,,,,P,D,ES6120002,2023,135,np,203,
10531,F,,"Gambusia holbrooki (Girard, 1859)",,,,,,C,D,ES4310059,2023,135,np,203,
10540,F,,"Ictalurus punctatus (Rafinesque, 1818)",,,,,,C,D,ES0000328,2023,135,np,203,
10572,B,,"Oxyura jamaicensis (Gmelin, JF, 1789)",,,1.0,1.0,i,P,C,ES6110001,2023,135,np,203,36.0
10585,I,,"Procambarus clarkii (Girard, 1852)",,,,,,P,D,ES0000035,2023,135,np,203,
10594,M,,"Rattus rattus (Linnaeus, 1758)",,,,,,C,D,ES6310001,2023,135,np,203,
10648,B,A262,Motacilla alba,,,10.0,30.0,p,,C,ES0000226,2023,135,np,203,34.0
10648,B,A262,Motacilla alba,,,,,,C,,ES0000003,2023,135,p,201,
10650,B,A213,Tyto alba,,,1.0,3.0,p,,"C,D",ES0000226,2023,135,np,203,34.0
10650,B,A213,Tyto alba,,,,,,C,,ES0000004,2023,135,p,201,
10659,F,,Squalius alburnoides,,1.0,,,,P,,ES0000068,2023,135,p,201,
10659,F,6975,Squalius alburnoides,,1.0,,,,P,,ES0000324,2023,135,p,201,
10661,M,5003,Myotis alcathoe,,,1.0,16.0,i,P,"D,IV",ES5120014,2023,135,np,203,36.0
10665,R,,"Eumeces algeriensis Peters, 1864",,,,,,V,A,ES6320002,2023,135,np,203,
10667,A,,Salamandra algira Bedriaga 1883,,,,,,V,B,ES6310001,2023,135,np,203,
10669,M,,"Atelerix algirus (Lereboullet, 1842)",,,,,,C,B,ES0000197,2023,135,np,203,
10669,M,5978,Erinaceus algirus,,,,,,P,A,ES0000262,2023,135,np,203,
10670,R,,"Psammodromus algirus (Linnaeus, 1758)",,,,,,C,B,ES0000197,2023,135,np,203,
10675,F,,Alosa alosa,,1.0,,,,,,ES0000051,2023,135,p,201,
10675,F,,Alosa alosa,,,,,,C,,ES0000317,2023,135,r,62,
10675,F,1102,Alosa alosa,,1.0,,,,P,,ES0000399,2023,135,r,62,
10675,F,1102,Alosa alosa,,,6.0,6.0,length,P,,ES0000243,2023,135,c,202,45.0
10675,F,1102,Alosa alosa,,,,,,C,,ES0000328,2023,135,p,201,
10679,I,,Rosalia alpina,,,1.0,,localities,,,ES0000126,2023,135,p,201,35.0
10679,I,1087,Rosalia alpina,,,,,,P,,ES0000198,2023,135,p,201,
10688,I,,"Anodonta anatina (Linnaeus, 1758)",,,,,,P,A,ES0000328,2023,135,np,203,
10696,I,,Vertigo angustior,,,1.0,1.0,grids10x10,P,,ES5110013,2023,135,p,201,47.0
10698,B,A219,Strix aluco,,,8.0,16.0,p,P,"A,C",ES6140004,2023,135,np,203,34.0
10700,M,,"Neomys anomalus Cabrera, 1907",,,,,,P,D,ES0000166,2023,135,np,203,
10709,F,,"Anguilla anguilla (Linnaeus, 1758)",,,1.0,,grids1x1,P,"A,D",ES6150014,2023,135,np,203,22.0
10712,R,,Iberolacerta aurelioi,,,60.0,70.0,grids1x1,C,,ES5130003,2023,135,p,201,22.0
10713,I,1030,Margaritifera auricularia,,,5.0,6.0,grids1x1,P,"D,IV",ES5140006,2023,135,np,203,22.0
10714,I,,Euphydryas aurinia,,,1.0,1.0,grids10x10,P,,ES5110004,2023,135,p,201,47.0
10714,I,,Euphydryas aurinia,,,1.0,1.0,grids10x10,,,ES4310042,2023,135,r,62,47.0
10714,I,1065,Euphydryas aurinia,,,6.0,6.0,grids10x10,,,ES0000421,2023,135,p,201,47.0
10715,M,1326,Plecotus auritus,,,1.0,3.0,grids10x10,R,"D,IV",ES5120002,2023,135,np,203,47.0
10718,R,1283,Coronella austriaca,,,-1.0,,i,,"A,IV",ES0000284,2023,135,np,203,36.0
10724,B,A499,Phylloscopus bonelli (sensu stricto [excluding orientalis]),,1.0,,,,V,,ES0000014,2023,135,c,202,
10724,B,A499,Phylloscopus bonelli (sensu stricto [excluding orientalis]),,,251.0,500.0,i,,,ES0000070,2023,135,r,62,36.0
10724,B,A499,Phylloscopus bonelli (sensu stricto [excluding orientalis]),,,,,,C,D,ES0000016,2023,135,np,203,
10726,R,,Iberolacerta bonnali,,,11.0,18.0,grids1x1,P,,ES5130005,2023,135,p,201,22.0
10728,B,A310,Sylvia borin,,,,,,C,C,ES6310001,2023,135,np,203,
10728,B,A310,Sylvia borin,,,,,,C,,ES0000003,2023,135,r,62,
10728,B,A310,Sylvia borin,,,,,,R,,ES0000004,2023,135,c,202,
10729,A,,"Lissotriton boscai (Lataste, 1879)",,,,,,C,"B,C,D",ES4220018,2023,135,np,203,
10740,I,1057,Parnassius apollo,,1.0,,,,,IV,ES4110002,2023,135,np,203,
10742,I,,Apteromantis aptera,,,1.0,,grids10x10,P,,ES0000069,2023,135,p,201,47.0
10742,I,1051,Apteromantis aptera,,,1.0,,grids10x10,P,,ES0000328,2023,135,p,201,47.0
10743,B,A226,Apus apus,,,1.0,2.0,p,,D,ES0000401,2023,135,np,203,34.0
10743,B,A226,Apus apus,,,,,,C,,ES0000003,2023,135,r,62,
10748,R,,Iberolacerta aranica,,,1.0,4.0,grids1x1,P,,ES5130003,2023,135,p,201,22.0
10752,F,,Achondrostoma arcasii,,1.0,,,,,,ES0000169,2023,135,p,201,
10752,F,,Achondrostoma arcasii,,1.0,,,,,,ES2110018,2023,135,pd,204,
10752,F,6155,Achondrostoma arcasii,,1.0,,,,,,ES0000435,2023,135,p,201,
10752,F,6155,Achondrostoma arcasii,,,,,,P,,ES0000087,2023,135,c,202,
10755,M,,Ursus arctos,,,1.0,1.0,i,,,ES0000123,2023,135,p,201,36.0
10755,M,,Ursus arctos,,,,1.0,i,,,ES0000016,2023,135,c,202,36.0
10755,M,1354,Ursus arctos,,,1.0,1.0,i,,,ES0000483,2023,135,p,201,36.0
10765,F,,Parachondrostoma arrigonis,,1.0,,,,,,ES4230014,2023,135,p,201,
10768,B,A247,Alauda arvensis,,,5.0,20.0,p,,"C,D",ES0000181,2023,135,np,203,34.0
10768,B,A247,Alauda arvensis,,,,,,C,,ES0000003,2023,135,p,201,
10768,B,A247,Alauda arvensis,,,,,,C,,ES0000004,2023,135,w,63,
10769,A,6944,Calotriton asper,,,1.0,15.0,grids1x1,P,IV,ES5130015,2023,135,np,203,22.0
10791,B,A311,Sylvia atricapilla,,,1.0,5.0,p,,D,ES0000326,2023,135,np,203,34.0
