idtaxon,nombre_comun,idioma,espreferente
5318,Arangí,Catalán,0.0
5318,Arenal,Catalán,0.0
5318,Asfòdel,Catalán,0.0
5318,Arracadeta,Catalán,0.0
5318,Arròs de serp,Catalán,0.0
5318,Tilloler,Catalán,0.0
5318,Te de galba,Catalán,0.0
5318,Tillo,Catalán,0.0
5318,Naionera,Catalán,0.0
5318,Nepta,Catalán,0.0
5318,Nepta de muntanya,Catalán,0.0
5318,Olàde cop,Catalán,0.0
5318,Pa de moixó,Catalán,0.0
5318,Pa de pollet,Catalán,0.0
5318,Pa pollet,Catalán,0.0
5318,Barrella,Catalán,0.0
5318,Barrella d’Alacant,Catalán,0.0
5318,Llengo de cero,Catalán,0.0
5318,Trencapedra,Catalán,0.0
5318,Trepadella,Catalán,0.0
5318,Trepadella borda,Catalán,0.0
5318,Alga de fulla ampla,Catalán,0.0
5318,Alga de vidriers,Catalán,0.0
5318,Veladre,Catalán,0.0
5318,Trèvol bord,Catalán,0.0
5318,Xerpó,Catalán,0.0
5318,Agulles de pastor,Catalán,0.0
5318,Llicsó de pardalet,Valenciano,0.0
5318,Llicsó de marge,Valenciano,0.0
5318,Jedrea,Valenciano,0.0
5318,Jonc,Valenciano,0.0
5318,Jonça,Valenciano,0.0
5318,Jonquera,Valenciano,0.0
5318,Junc,Valenciano,0.0
5318,Agullot,Catalán,0.0
5318,Juncillo,Valenciano,0.0
5318,Lino,Valenciano,0.0
5318,Panconia,Catalán,0.0
5318,Llicsó de fulla de pic de pardal,Valenciano,0.0
5318,Regalíssia de falaguera,Catalán,0.0
5318,Flor de penya,Valenciano,0.0
5318,Raudor,Catalán,0.0
5318,Herba de gos,Catalán,0.0
5318,Herba d’arenal,Catalán,0.0
5318,Herba d’arenes,Catalán,0.0
5318,Herba d’olives,Catalán,0.0
5318,Herba d’orinar,Catalán,0.0
5318,Herba d’ortigues,Catalán,0.0
5318,Herba de cagarnera,Catalán,0.0
5318,Junquera,Valenciano,0.0
5318,Vern,Catalán,0.0
5318,Agulletes,Catalán,0.0
5318,Valedriana,Catalán,0.0
5318,Trescamp,Catalán,0.0
5318,Trescamps,Catalán,0.0
5318,Tresflorines,Catalán,0.0
5318,Tillol,Catalán,0.0
5318,Alongera,Catalán,0.0
5318,Alpiste bord,Catalán,0.0
5318,Alta-reina,Catalán,0.0
5318,Vallderiana,Catalán,0.0
5318,All de colobra,Catalán,0.0
5318,Along,Catalán,0.0
5318,Aguòt,Catalán,0.0
5318,Aladern bord,Catalán,0.0
5318,Aladern mascle,Catalán,0.0
5318,Aladern de fulla espessa,Catalán,0.0
5318,Aladern de soca blanca,Catalán,0.0
5318,Aladern de soca negra,Catalán,0.0
5318,Aladern de soca plana,Catalán,0.0
5318,Aladern femella,Catalán,0.0
5318,Veça,Catalán,0.0
5318,Atxicòria,Catalán,0.0
5318,Assa,Catalán,0.0
5318,Aumot,Catalán,0.0
5318,Bajoqueta de plata,Catalán,0.0
5318,Vatlleriana,Catalán,0.0
5318,Valleriana,Catalán,0.0
5318,Tinya,Catalán,0.0
5318,All de moro,Catalán,0.0
5318,Trongina,Catalán,0.0
5318,Valderiana,Catalán,0.0
5318,Herba de l´almorrana,Catalán,0.0
5318,Arrosset,Catalán,0.0
5318,Arròs de pollet,Catalán,0.0
5318,Camamilla de rojà,Catalán,0.0
5318,Trèvol de fulla grossa,Catalán,0.0
5318,Trèvol de llapassa,Catalán,0.0
5318,Trèvol de pagés,Catalán,0.0
5318,Trèvol de rodet,Catalán,0.0
5318,Trèvol femella,Catalán,0.0
5318,Valeriana de jardí,Catalán,0.0
5318,Verderolaga,Catalán,0.0
5318,Vitrac,Catalán,0.0
5318,Rabo de gat bord,Valenciano,0.0
5318,Raïm,Valenciano,0.0
5318,Raïm de gat,Valenciano,0.0
5318,Raïm de moro,Valenciano,0.0
5318,Té,Gallego,0.0
5318,Visquera,Catalán,0.0
5318,Abeloura,Gallego,0.0
5318,Rompepenya,Catalán,0.0
5318,Rondó,Catalán,0.0
5318,Rosella blava,Catalán,0.0
5318,Rosella de trem,Catalán,0.0
5318,Rosella mascle,Catalán,0.0
5318,Roseta,Catalán,0.0
5318,Ruca pudent,Catalán,0.0
5318,Ruqueta,Catalán,0.0
5318,Sacorrell bord,Catalán,0.0
5318,Sol d’or,Catalán,0.0
5318,Tallapedres,Catalán,0.0
5318,Te d’espiga,Catalán,0.0
5318,Te de / de la muntanya,Catalán,0.0
5318,Abelouro,Gallego,0.0
5318,Sempreviva d’hivern,Catalán,0.0
5318,Tildero,Catalán,0.0
5318,Te de canonges,Catalán,0.0
5318,Tille,Catalán,0.0
5318,Tiller de fulla ampla,Catalán,0.0
5318,Tillera,Catalán,0.0
5318,Gata rabiosa,Valenciano,0.0
5318,Gateres,Valenciano,0.0
5318,Gatets,Valenciano,0.0
5318,Raïmet de pastor,Valenciano,0.0
5318,Rabo de gat,Valenciano,0.0
5318,Pinet,Valenciano,0.0
5318,Pinillo de oro,Valenciano,0.0
5318,Sajolida,Valenciano,0.0
5318,Sanguinaria,Valenciano,0.0
5318,Raïm de rabosa,Valenciano,0.0
5318,Terongina,Catalán,0.0
5318,Raïmet de bruixa,Valenciano,0.0
5318,Corazonciño,Gallego,0.0
5318,Trèvol de bístia,Catalán,0.0
5318,Trèvol de bestiar,Catalán,0.0
5318,Trèvol de be,Catalán,0.0
5318,Trèvol bo,Catalán,0.0
5318,Siva,Catalán,0.0
5318,Socarrell ver,Catalán,0.0
5318,Socorrell,Catalán,0.0
5318,Sogra i nora,Catalán,0.0
5318,Porrassa,Valenciano,0.0
5318,Poliol de menta,Valenciano,0.0
5318,Poliol,Valenciano,0.0
5318,Milfulles,Valenciano,0.0
5318,Rapa,Valenciano,0.0
5318,Serjolida,Catalán,0.0
5318,Curazociño,Gallego,0.0
5318,Sarjorida,Catalán,0.0
5318,Gassarà,Valenciano,0.0
5318,Fartabous,Valenciano,0.0
5318,Falzia de pou,Valenciano,0.0
5318,Falzia,Valenciano,0.0
5318,Falguerola,Valenciano,0.0
5318,Borró,Valenciano,0.0
5318,Botja borda,Valenciano,0.0
5318,Sempreviva borda,Catalán,0.0
5318,Safraner,Catalán,0.0
5318,Safrà dels pobres,Catalán,0.0
5318,Safrà de marina,Catalán,0.0
5318,Citró,Valenciano,0.0
5318,Cop,Valenciano,0.0
5318,Gamó,Valenciano,0.0
5318,Crespinell,Valenciano,0.0
5318,Borratxa,Valenciano,0.0
5318,Floreta de la mare de déu,Valenciano,0.0
5318,Favar bord,Valenciano,0.0
5318,Favera,Valenciano,0.0
5318,Favera borda,Valenciano,0.0
5318,Fenoi,Valenciano,0.0
5318,Fenoll,Valenciano,0.0
5318,Flor de sant joan,Valenciano,0.0
5318,Sarronet,Catalán,0.0
5318,Sajoïda,Catalán,0.0
5318,Sal de bruixa,Catalán,0.0
5318,Saldeorija,Catalán,0.0
5318,Fonoll,Valenciano,0.0
5318,Borraja,Valenciano,0.0
5318,Frigola,Valenciano,0.0
5318,Sarjolida,Catalán,0.0
5318,Santjoanera,Catalán,0.0
5318,Sarxolida,Catalán,0.0
5318,Sempreviva vera,Catalán,0.0
5318,Saüc bord,Catalán,0.0
5318,Saüc pudent,Catalán,0.0
5318,Segadissa,Catalán,0.0
5318,Segell,Catalán,0.0
5318,Segell de Salomó,Catalán,0.0
5318,Sejolisa,Catalán,0.0
5318,Serjolisa,Catalán,0.0
5318,Xicoira amarga,Catalán,0.0
5318,Xuclamel Iberian Peninsula,Catalán,0.0
5318,Xunqueta,Catalán,0.0
5318,Safrà bord,Catalán,0.0
5318,Rodó,Catalán,0.0
5318,Rodonassa,Catalán,0.0
5318,Cua de gat,Valenciano,0.0
5318,Endívia,Valenciano,0.0
5318,Espins,Valenciano,0.0
5318,Falcija,Valenciano,0.0
5318,Falfí,Valenciano,0.0
5318,Falguera mascle,Valenciano,0.0
5318,Hipérico,Gallego,0.0
5318,Herba de san xoan,Gallego,0.0
5318,Herba das feridas,Gallego,0.0
5318,Sacorrell femella,Catalán,0.0
5318,Sacorrell restinyós,Catalán,0.0
5318,Sacorrell revellut,Catalán,0.0
5318,Sadorija,Catalán,0.0
5318,Saldorija,Catalán,0.0
5318,Tilero,Catalán,0.0
5318,Franzilla,Valenciano,0.0
5318,Om,Valenciano,0.0
5318,Obriülls,Valenciano,0.0
5318,Herbeta de rebaixar la sang,Valenciano,0.0
5318,Herbeta de sant antoni,Valenciano,0.0
5318,Herbeta de sant joan,Valenciano,0.0
5318,Heura,Valenciano,0.0
5318,Hierba de la sangre,Valenciano,0.0
5318,Hierba de san juan,Valenciano,0.0
5318,Herba del fetge,Valenciano,0.0
5318,Herba de setge,Valenciano,0.0
5318,Herba de sant pere,Valenciano,0.0
5318,Manrubio,Valenciano,0.0
5318,Margalida,Valenciano,0.0
5318,Marietes,Valenciano,0.0
5318,Mata,Valenciano,0.0
5318,Manto de la Mare de Déu,Catalán,0.0
5318,Herba alfalfa,Valenciano,0.0
5318,Herba cuquera,Valenciano,0.0
5318,Te borde,Valenciano,0.0
5318,Te de roca,Valenciano,0.0
5318,Milenrama,Valenciano,0.0
5318,Menta,Valenciano,0.0
5318,Gram,Valenciano,0.0
5318,Herba sant joanera,Valenciano,0.0
5318,Herba felera,Valenciano,0.0
5318,Herba foradada,Valenciano,0.0
5318,Herba militar,Valenciano,0.0
5318,Hipericón,Valenciano,0.0
5318,Inflabous,Valenciano,0.0
5318,Melcoratge,Valenciano,0.0
5318,Herba blanca,Valenciano,0.0
5318,Malcoratge bast,Valenciano,0.0
5318,Llonja,Valenciano,0.0
5318,Llicsó,Valenciano,0.0
5318,Margaritera borda,Catalán,0.0
5318,Lonça,Valenciano,0.0
5318,Maduixer,Valenciano,0.0
5318,Malcoratge,Valenciano,0.0
5318,Malcoratge fí,Valenciano,0.0
5318,Iva,Valenciano,0.0
5318,Malrúbio,Valenciano,0.0
5318,Mançanella borda,Valenciano,0.0
5318,Mançanilla,Valenciano,0.0
5318,Manrubi,Catalán,0.0
5318,Mançanilla borda,Catalán,0.0
5318,Llorer,Valenciano,0.0
5318,Lloret,Valenciano,0.0
5318,Llinós,Valenciano,0.0
5318,Merdacruix,Catalán,0.0
5318,Mançanilla de penyal,Catalán,0.0
5318,Margalideta,Catalán,0.0
5318,Herba de gat,Valenciano,0.0
5318,Herba de la botgeta,Valenciano,0.0
5318,Herba de la botja,Valenciano,0.0
5318,Herba de la inflamació,Valenciano,0.0
5318,Herba de la orina,Valenciano,0.0
5318,Herba de la sang,Valenciano,0.0
5318,Herba de paret,Valenciano,0.0
5318,Herba de sant antoni,Valenciano,0.0
5318,Llapassa,Valenciano,0.0
5318,Lletsó,Valenciano,0.0
5318,Lli,Valenciano,0.0
5318,Herba de bou,Valenciano,0.0
5318,Herba santa,Valenciano,0.0
5318,Hisop,Valenciano,0.0
5318,Herbeta blanca de la sang,Valenciano,0.0
5318,Ortiga borda,Valenciano,0.0
5318,Ortiga menuda,Valenciano,0.0
5318,Oruga vera,Valenciano,0.0
5318,Pellico,Valenciano,0.0
5318,Pericó,Valenciano,0.0
5318,Pericón,Valenciano,0.0
5318,Pericot,Valenciano,0.0
5318,Pilotes,Valenciano,0.0
5318,Sempreviva,Valenciano,0.0
5318,Serjoliva,Valenciano,0.0
5318,Setge,Valenciano,0.0
5318,Socarrell,Valenciano,0.0
5318,Mercolatge,Valenciano,0.0
5318,Oma,Valenciano,0.0
5318,Vesc,Valenciano,0.0
5318,Sàlvia,Valenciano,0.0
5318,Regalèssia,Valenciano,0.0
5318,Regalíssia,Valenciano,0.0
5318,Roldor,Valenciano,0.0
5318,Rompepiedras,Valenciano,0.0
5318,Ruca,Valenciano,0.0
5318,Rusc,Valenciano,0.0
5318,Saborija,Valenciano,0.0
5318,Rabet de gat fi,Valenciano,0.0
5318,Xacòina,Valenciano,0.0
5318,Xicoia,Valenciano,0.0
5318,Xicoina,Valenciano,0.0
5318,Xicoira,Valenciano,0.0
5318,Tilde,Valenciano,0.0
5318,Tilda,Valenciano,0.0
5318,Daurada,Catalán,0.0
5318,Xicòria,Valenciano,0.0
5318,Tila,Valenciano,0.0
5318,Tell,Valenciano,0.0
5318,Te salvatge,Valenciano,0.0
5318,Santaura,Valenciano,0.0
5318,Sardineta,Valenciano,0.0
5318,Sarró de pastor,Valenciano,0.0
5318,Sarronet de pastor,Valenciano,0.0
5318,Sejolida,Valenciano,0.0
5318,Sejolina,Valenciano,0.0
5318,Herba de sant joan,Valenciano,0.0
5318,Grama blanca,Valenciano,0.0
5318,Gramo,Valenciano,0.0
5318,Guardians,Valenciano,0.0
5318,Tarongil,Valenciano,0.0
5318,Tarongina,Valenciano,0.0
5318,Tàrrec,Valenciano,0.0
5318,Tilla,Valenciano,0.0
5318,Tiller,Valenciano,0.0
5318,Travalera,Valenciano,0.0
5318,Trencapedres,Valenciano,0.0
5318,Trèvol,Valenciano,0.0
5318,Urinària,Valenciano,0.0
5318,Visc,Valenciano,0.0
5318,Sanguinària,Valenciano,0.0
5318,Visc del pi,Valenciano,0.0
5318,Herba prima,Valenciano,0.0
5318,Herba pudenta,Valenciano,0.0
5318,Herba roquera,Valenciano,0.0
5318,Herba sanguinària,Valenciano,0.0
5318,Olivarda,Valenciano,0.0
5318,Frenzilla,Valenciano,0.0
5318,Pericon,Gallego,0.0
5318,Corazociño,Gallego,0.0
5318,Herba del sabó,Catalán,0.0
5318,Herba dels cantaires,Catalán,0.0
5318,Herba dels cops,Catalán,0.0
5318,Herba dels moixos,Catalán,0.0
5318,Maduixera,Catalán,0.0
5318,Llengua de gat,Catalán,0.0
5318,Llengua de gos,Catalán,0.0
5318,Llepsó,Catalán,0.0
5318,Herba febrera,Catalán,0.0
5318,Herba fina,Catalán,0.0
5318,Herba freixurera,Catalán,0.0
5318,Herba renària,Catalán,0.0
5318,Herba ronyonera,Catalán,0.0
5318,Herba del peu de colom,Catalán,0.0
5318,Herba sabonera,Catalán,0.0
5318,Herba sanguina,Catalán,0.0
5318,Herba sanguinera,Catalán,0.0
5318,Herba tova,Catalán,0.0
5318,Llecenciana,Catalán,0.0
5318,Herba travalera,Catalán,0.0
5318,Marcòlic,Catalán,0.0
5318,Marcoris,Catalán,0.0
5318,Marfull,Catalán,0.0
5318,Margaridoies,Catalán,0.0
5318,Llapassera,Catalán,0.0
5318,Llapissera,Catalán,0.0
5318,Herba pigotera,Catalán,0.0
5318,Arnika,Euskera,0.0
5318,Herba sangonària,Catalán,0.0
5318,Iperikue,Euskera,0.0
5318,Herba del moixó,Catalán,0.0
5318,Herba melissa,Catalán,0.0
5318,Milamors,Catalán,0.0
5318,Malrubí,Catalán,0.0
5318,Malroig blanc,Catalán,0.0
5318,Malroig,Catalán,0.0
5318,Foguera mosquera,Catalán,0.0
5318,Fonollera,Catalán,0.0
5318,Foradada,Catalán,0.0
5318,Gallaranc,Catalán,0.0
5318,Lletissó,Catalán,0.0
5318,Llevamà,Catalán,0.0
5318,Llevamals,Catalán,0.0
5318,Herba gatera,Catalán,0.0
5318,Herba geniçana,Catalán,0.0
5318,Herba groga,Catalán,0.0
5318,Llaurer,Catalán,0.0
5318,Herba del mal estrany,Catalán,0.0
5318,Marreu,Catalán,0.0
5318,Malrubí blanc,Catalán,0.0
5318,Mançanilla del bosc,Catalán,0.0
5318,Mandràgora,Catalán,0.0
5318,Herba del mal roig,Catalán,0.0
5318,Herba del cucut,Catalán,0.0
5318,Curalotodo,Catalán,0.0
5318,Flor groga,Catalán,0.0
5318,Marreu blanc,Catalán,0.0
5318,Llenciana,Catalán,0.0
5318,Mat,Catalán,0.0
5318,Herba melsera,Catalán,0.0
5318,Llençana,Catalán,0.0
5318,Milazulo,Euskera,0.0
5318,San juan belarra,Euskera,0.0
5318,San juan lora,Euskera,0.0
5318,Costelles de paret,Catalán,0.0
5318,Puput,Catalán,0.0
5318,Sanjuan-lora,Euskera,0.0
5318,Te,Euskera,0.0
5318,Te beltz,Euskera,0.0
5318,Bruc marí,Catalán,0.0
5318,Brucal,Catalán,0.0
5318,Brucalda,Catalán,0.0
5318,Bruguerola,Catalán,0.0
5318,Bufalaga,Catalán,0.0
5318,Bullits,Catalán,0.0
5318,Calabruix,Catalán,0.0
5318,Calabruixa,Catalán,0.0
5318,All silvestre,Catalán,0.0
5318,Calcida,Catalán,0.0
5318,Camamilla de roca,Catalán,0.0
5318,Arenària,Catalán,0.0
5318,Card de moro,Catalán,0.0
5318,Cardassa,Catalán,0.0
5318,Cardot,Catalán,0.0
5318,Centàurea,Catalán,0.0
5318,Bruc,Catalán,0.0
5318,Centfulles,Catalán,0.0
5318,Cerdans,Catalán,0.0
5318,Cirerer de betlem,Catalán,0.0
5318,Cobrombo silvestre,Catalán,0.0
5318,Camamilla groga,Catalán,0.0
5318,Camamilla dels pirineus,Catalán,0.0
5318,Camamilla de muntanya,Catalán,0.0
5318,Iperiko,Euskera,0.0
5318,Minori,Euskera,0.0
5318,Minori-belar,Euskera,0.0
5318,Te beltza,Euskera,0.0
5318,Herba dels set caps,Catalán,0.0
5318,Herba d'olàde cop,Catalán,0.0
5318,Herba ensabonera,Catalán,0.0
5318,Herba espitllera,Catalán,0.0
5318,Milflors,Catalán,0.0
5318,Herba santaura,Catalán,0.0
5318,Herba pulmonària,Catalán,0.0
5318,Atzavara,Catalán,0.0
5318,Bàlsam,Catalán,0.0
5318,Blet,Catalán,0.0
5318,Agram,Catalán,0.0
5318,Alè de bou,Catalán,0.0
5318,All bord,Catalán,0.0
5318,All de bruixa,Catalán,0.0
5318,Sanjuan-belar,Euskera,0.0
5318,Hipèric,Catalán,0.0
5318,Hipericó,Catalán,0.0
5318,Hipèricum,Catalán,0.0
5318,Jasolida,Catalán,0.0
5318,Hierba sanjuanera,Castellano,0.0
5318,All de serp,Catalán,0.0
5318,Grama,Euskera,0.0
5318,Inguruko belar,Euskera,0.0
5318,Cosconilla,Catalán,0.0
5318,Cugot,Catalán,0.0
5318,Card sant,Catalán,0.0
5318,Cucut,Catalán,0.0
5318,Blauet,Catalán,0.0
5318,Menta torongina,Catalán,0.0
5318,Menta de gat,Catalán,0.0
5318,Menta blanca,Catalán,0.0
5318,Mengívol,Catalán,0.0
5318,Herba de fer olàde cop,Catalán,0.0
5318,Herba de gata rabiosa,Catalán,0.0
5318,Herba de jardí,Catalán,0.0
5318,Cuixibarba,Catalán,0.0
5318,Assotacrist,Catalán,0.0
5318,Bedoll,Mallorquín,0.0
5318,Borratja,Mallorquín,0.0
5318,Bossa de pastor,Mallorquín,0.0
5318,Bracera,Mallorquín,0.0
5318,Herba de sant joan femella,Mallorquín,0.0
5318,Herba peluda,Mallorquín,0.0
5318,Herba queixalera,Mallorquín,0.0
5318,Herba de set sagnies,Catalán,0.0
5318,Herba de cop,Catalán,0.0
5318,Herba de torçó,Catalán,0.0
5318,Herba del bri,Catalán,0.0
5318,Herba de la portella,Catalán,0.0
5318,Herba de la feridura,Catalán,0.0
5318,Herba de la fel,Catalán,0.0
5318,Herba de la diarrea,Catalán,0.0
5318,Geniçana groga,Catalán,0.0
5318,Xuclamel,Mallorquín,0.0
5318,Albó,Valenciano,0.0
5318,Frare llec,Mallorquín,0.0
5318,Consolta,Mallorquín,0.0
5318,Herba bormera,Catalán,0.0
5318,Herba bracera,Catalán,0.0
5318,Herba cancera,Catalán,0.0
5318,Herba del boscat,Catalán,0.0
5318,Herba de cirera,Catalán,0.0
5318,Herba de bracera,Catalán,0.0
5318,Herba centaura,Catalán,0.0
5318,Hierba gorodada,Altoaragonés,0.0
5318,Trescalar,Altoaragonés,0.0
5318,Valeriana,Latín,0.0
5318,Passerina,Latín,0.0
5318,Cap-roig,Mallorquín,0.0
5318,Agulles,Mallorquín,0.0
5318,Caja del diablo,Valenciano,0.0
5318,Camamilla,Valenciano,0.0
5318,Cascall,Valenciano,0.0
5318,Centaura,Valenciano,0.0
5318,Camamilla borda,Mallorquín,0.0
5318,Camamilla romana,Mallorquín,0.0
5318,Borraina,Valenciano,0.0
5318,Llor,Mallorquín,0.0
5318,Maduixa,Mallorquín,0.0
5318,Ortiga petita,Mallorquín,0.0
5318,Frare,Mallorquín,0.0
5318,Poriol bord,Mallorquín,0.0
5318,Porrassa femella,Mallorquín,0.0
5318,Ravenissa groga,Mallorquín,0.0
5318,Sacorrell,Mallorquín,0.0
5318,Xicori,Mallorquín,0.0
5318,Floreta blanca,Valenciano,0.0
5318,Floreta de sant joan,Valenciano,0.0
5318,Borrissol,Valenciano,0.0
5318,Foguera,Valenciano,0.0
5318,Ravenissa negra,Catalán,0.0
5318,Melissa,Latín,0.0
5318,Margarida,Gallego,0.0
5318,Galzeran,Catalán,0.0
5318,Flor de paper,Catalán,0.0
5318,Gençana,Catalán,0.0
5318,Herba de montserrat,Catalán,0.0
5318,Gatovell,Catalán,0.0
5318,Foguera borda,Catalán,0.0
5318,Foguera de bosc,Catalán,0.0
5318,Foguera de jardí,Catalán,0.0
5318,Herba de les pulmonies,Catalán,0.0
5318,Herba de l'olàde cop,Catalán,0.0
5318,Herba de pericó,Catalán,0.0
5318,Geniçana,Catalán,0.0
5318,Farigola mascle,Catalán,0.0
5318,Farigola de pastor,Catalán,0.0
5318,Falzilla,Catalán,0.0
5318,Lligabosca,Catalán,0.0
5318,Lligamà,Catalán,0.0
5318,Flor viva,Catalán,0.0
5318,Llinet,Catalán,0.0
5318,Lliri blanc,Catalán,0.0
5318,Llitsó bord,Catalán,0.0
5318,Llort,Catalán,0.0
5318,Llúpol,Catalán,0.0
5318,Madoixa,Catalán,0.0
5318,Esparceta,Catalán,0.0
5318,Espàrec,Catalán,0.0
5318,Espinacs,Catalán,0.0
5318,Espinacs bords,Catalán,0.0
5318,Felera,Catalán,0.0
5318,Fideus bords,Catalán,0.0
5318,Flor de cop,Catalán,0.0
5318,Melsera,Catalán,0.0
5318,Lliri,Catalán,0.0
5318,Flor de sabó,Catalán,0.0
5318,Flor de pericó,Catalán,0.0
5318,Flor de nadal,Catalán,0.0
5318,Herba de la pressió,Catalán,0.0
5318,Herba de les gallines,Catalán,0.0
5318,Herba de les llunetes,Catalán,0.0
5318,Herba de les mil fulles,Catalán,0.0
5318,Herba de les pedres,Catalán,0.0
5318,Cura real,Catalán,0.0
5318,Narcís,Mallorquín,0.0
5318,Grosella,Mallorquín,0.0
5318,Herba de mal de pedra,Mallorquín,0.0
5318,Herba de santa caterina,Catalán,0.0
5318,Herba de santaengrana,Catalán,0.0
5318,Herba de santaura,Catalán,0.0
5318,Falguera de jardí,Catalán,0.0
5318,Dolcetes,Catalán,0.0
5318,Doradilla,Catalán,0.0
5318,Emborratxacabres,Catalán,0.0
5318,Endiva,Catalán,0.0
5318,Escampador,Catalán,0.0
5318,Escampador de gel,Catalán,0.0
5318,Escarola,Catalán,0.0
5318,Escurçonera,Catalán,0.0
5318,Geniçana negra,Catalán,0.0
5318,Gram blanc,Catalán,0.0
5318,Gramònica,Catalán,0.0
5318,Herba arenària,Catalán,0.0
5318,Esquercit,Catalán,0.0
5318,Estepa blenera,Catalán,0.0
5318,Estepa joana,Catalán,0.0
5318,Flor de cucut,Catalán,0.0
5318,Herba del cop,Catalán,0.0
5318,Flor d’avellana petita,Catalán,0.0
5318,Arròs de pardalet,Catalán,0.0
5318,Embriaga,Catalán,0.0
5318,Pintacoques,Catalán,0.0
5318,Picapato,Catalán,0.0
5318,Picamato,Catalán,0.0
5318,Picadeta de pardal,Catalán,0.0
5318,Pescaconillera,Catalán,0.0
5318,Ortiga de fulla grossa,Catalán,0.0
5318,Ortiga de cigarret,Catalán,0.0
5318,Pericó pinzell,Catalán,0.0
5318,Porradell d’all,Catalán,0.0
5318,Porradell de cabota,Catalán,0.0
5318,Porradell de ceba,Catalán,0.0
5318,Porradell de la mar,Catalán,0.0
5318,Pinzellets,Catalán,0.0
5318,Rapa maleita,Catalán,0.0
5318,Raïm de pastor,Catalán,0.0
5318,Llonça,Catalán,0.0
5318,Emboliquet,Catalán,0.0
5318,Raím de gat,Catalán,0.0
5318,Raïm de bruixa,Catalán,0.0
5318,Rabo i gat,Catalán,0.0
5318,Rabet de gat ver,Catalán,0.0
5318,Pericó groc,Catalán,0.0
5318,Rabet de gat mascle,Catalán,0.0
5318,Pedrosa,Catalán,0.0
5318,Llavor de cagarnera,Catalán,0.0
5318,Porrofulla,Catalán,0.0
5318,Rapa de marina,Catalán,0.0
5318,Porro de bosc,Catalán,0.0
5318,Platejada,Catalán,0.0
5318,Poliol de bosc,Catalán,0.0
5318,Maduixeta de bosc,Catalán,0.0
5318,Llonça borda,Catalán,0.0
5318,Llonge,Catalán,0.0
5318,Llongera,Catalán,0.0
5318,Llonguera,Catalán,0.0
5318,Llorer de fulla estreta,Catalán,0.0
5318,Permanent,Catalán,0.0
5318,Pescaconilla,Catalán,0.0
5318,Llicsó de bancal,Catalán,0.0
5318,Llicsó d’ase,Catalán,0.0
5318,Lletugueta,Catalán,0.0
5318,Lletsó d’aigua,Catalán,0.0
5318,Poliol bord,Catalán,0.0
5318,Llengo de boc,Catalán,0.0
5318,Llicsó de perdigot,Catalán,0.0
5318,Llicsó de pastor,Catalán,0.0
5318,Llicsó de parreta,Catalán,0.0
5318,Llicsó de paret,Catalán,0.0
5318,Llicsó de cadernera,Catalán,0.0
5318,Rabet de gat,Catalán,0.0
5318,Pudio,Catalán,0.0
5318,Pebrella,Catalán,0.0
5318,Nadala,Catalán,0.0
5318,Porradell,Catalán,0.0
5318,Pom del dimoni,Catalán,0.0
5318,Poliol negre,Catalán,0.0
5318,Lligabosc mediterrani,Catalán,0.0
5318,Porro bord,Catalán,0.0
5318,Lliri de bosc,Catalán,0.0
5318,Porrasso,Catalán,0.0
5318,Margarita de la mar,Catalán,0.0
5318,Panconia blanca,Catalán,0.0
5318,Panconiet,Catalán,0.0
5318,Panicroc,Catalán,0.0
5318,Panicrostos,Catalán,0.0
5318,Paquerret,Catalán,0.0
5318,Patarra,Catalán,0.0
5318,Patata d’Índia,Catalán,0.0
5318,Perico bord,Catalán,0.0
5318,Patata de porc,Catalán,0.0
5318,Pebera,Catalán,0.0
5318,Pebet de Dios,Catalán,0.0
5318,Patata bruixa,Catalán,0.0
5318,Filabarba,Catalán,0.0
5318,Pegués de Dios,Catalán,0.0
5318,Pendientes de la Mare de Déu,Catalán,0.0
5318,Porro,Catalán,0.0
5318,Palmerina,Catalán,0.0
5318,Ortiga barragana,Catalán,0.0
5318,Orelleta de rata,Catalán,0.0
5318,Orella de rata,Catalán,0.0
5318,Orella d’os,Catalán,0.0
5318,Oltriga,Catalán,0.0
5318,Niella,Catalán,0.0
5318,Nadaleta,Catalán,0.0
5318,Pala de formiga,Catalán,0.0
5318,Falaguera d’avenc,Catalán,0.0
5318,Pala marina,Catalán,0.0
5318,Llàgrimes de Maria,Catalán,0.0
5318,Fonoll de porc,Catalán,0.0
5318,Rabet de gat bord,Catalán,0.0
5318,Murterol,Catalán,0.0
5318,Pericó el roig,Catalán,0.0
5318,Perico,Catalán,0.0
5318,Pa-i-peixet,Catalán,0.0
5318,Pa-amb-VI,Catalán,0.0
5318,Pa amb vi,Catalán,0.0
5318,Oruga,Catalán,0.0
5318,Ortiga verda,Catalán,0.0
5318,Endívia d’estiu,Catalán,0.0
5318,Junquillo,Catalán,0.0
5318,Falguera de pou,Catalán,0.0
5318,Fonoll dolç,Catalán,0.0
5318,Falguereta borda,Catalán,0.0
5318,Fas de formiga,Catalán,0.0
5318,Fava borda,Catalán,0.0
5318,Ortiga de canal,Catalán,0.0
5318,Fematera,Catalán,0.0
5318,Fenal,Catalán,0.0
5318,Fenàs de l’arrosset,Catalán,0.0
5318,Fenàs de palera,Catalán,0.0
5318,Fenàs del nuc,Catalán,0.0
5318,Fenàs mascle,Catalán,0.0
