CUADRICULA,CCAA,Provincia
31TCG17,Cataluña/Catalunya,Huesca
29TNG46,Galicia,Pontevedra
31TDG56,Cataluña/Catalunya,Barcelona
31TDG56,Cataluña/Catalunya,Girona
29TPG97,Castilla y León,Zamora
29TPG97,Castilla y León,León
31TCG07,Aragón,Lleida
31TCG07,Aragón,Huesca
31TCG07,Cataluña/Catalunya,Lleida
31TCG07,Cataluña/Catalunya,Huesca
29TNG56,Galicia,Pontevedra
31TDG46,Cataluña/Catalunya,Barcelona
31TDG46,Cataluña/Catalunya,Girona
29TQG07,Castilla y León,Zamora
29TQG07,Castilla y León,León
31TBG97,Aragón,Huesca
29TNG66,Galicia,Ourense
29TNG66,Galicia,Pontevedra
31TDG36,Cataluña/Catalunya,Barcelona
31TDG36,Cataluña/Catalunya,Girona
29TQG17,Castilla y León,Zamora
29TQG17,Castilla y León,León
31TBG87,Aragón,Huesca
29TNG76,Galicia,Ourense
31TDG26,Cataluña/Catalunya,Barcelona
31TDG26,Cataluña/Catalunya,Girona
29TQG27,Castilla y León,Zamora
29TQG27,Castilla y León,León
31TBG77,Aragón,Huesca
29TNG86,Galicia,Ourense
31TDG16,Cataluña/Catalunya,Barcelona
31TDG16,Cataluña/Catalunya,Girona
29TQG37,Castilla y León,Zamora
29TQG37,Castilla y León,León
31TBG67,Aragón,Huesca
29TNG96,Galicia,Ourense
31TDG06,Cataluña/Catalunya,Barcelona
29TQG47,Castilla y León,Zamora
29TQG47,Castilla y León,León
31TBG57,Aragón,Huesca
29TPG06,Galicia,Ourense
31TCG96,Cataluña/Catalunya,Barcelona
31TCG96,Cataluña/Catalunya,Lleida
30TTM57,Castilla y León,Zamora
30TTM57,Castilla y León,León
30TTM67,Castilla y León,León
30TTM77,Castilla y León,León
30TTM87,Castilla y León,León
30TTM97,Castilla y León,León
30TUM07,Castilla y León,Valladolid
30TUM07,Castilla y León,León
30TUM17,Castilla y León,Valladolid
30TUM17,Castilla y León,León
30TUM27,Castilla y León,Valladolid
30TUM37,Castilla y León,Palencia
30TUM37,Castilla y León,Valladolid
30TUM47,Castilla y León,Palencia
30TUM57,Castilla y León,Palencia
30TUM67,Castilla y León,Palencia
30TUM77,Castilla y León,Palencia
30TUM87,Castilla y León,Palencia
30TUM97,Castilla y León,Burgos
30TUM97,Castilla y León,Palencia
30TVM07,Castilla y León,Burgos
30TVM07,Castilla y León,Palencia
30TVM17,Castilla y León,Burgos
30TVM27,Castilla y León,Burgos
30TVM37,Castilla y León,Burgos
30TVM47,Castilla y León,Burgos
30TVM57,Castilla y León,Burgos
30TVM67,Castilla y León,Burgos
30TVM77,Castilla y León,Burgos
30TVM87,La Rioja,La Rioja
30TVM87,La Rioja,Burgos
30TVM87,Castilla y León,La Rioja
30TVM87,Castilla y León,Burgos
30TVM97,La Rioja,La Rioja
30TVM97,La Rioja,Burgos
30TVM97,Castilla y León,La Rioja
30TVM97,Castilla y León,Burgos
30TWM07,La Rioja,La Rioja
30TWM17,La Rioja,La Rioja
30TWM27,La Rioja,La Rioja
30TWM37,La Rioja,La Rioja
30TWM47,La Rioja,La Rioja
30TWM57,La Rioja,La Rioja
30TWM67,La Rioja,La Rioja
30TWM77,La Rioja,La Rioja
30TWM87,La Rioja,La Rioja
30TWM97,La Rioja,Navarra
30TWM97,La Rioja,La Rioja
30TWM97,Comunidad Foral de Navarra,Navarra
30TWM97,Comunidad Foral de Navarra,La Rioja
30TXM07,La Rioja,Navarra
30TXM07,La Rioja,La Rioja
30TXM07,Comunidad Foral de Navarra,Navarra
30TXM07,Comunidad Foral de Navarra,La Rioja
30TXM17,Comunidad Foral de Navarra,Navarra
30TXM27,Comunidad Foral de Navarra,Navarra
30TXM37,Aragón,Zaragoza
30TXM37,Aragón,Navarra
30TXM37,Comunidad Foral de Navarra,Zaragoza
30TXM37,Comunidad Foral de Navarra,Navarra
30TXM47,Aragón,Zaragoza
30TXM57,Aragón,Zaragoza
30TXM67,Aragón,Zaragoza
30TXM77,Aragón,Zaragoza
30TXM77,Aragón,Huesca
30TXM87,Aragón,Zaragoza
30TXM87,Aragón,Huesca
30TXM97,Aragón,Huesca
30TYM07,Aragón,Huesca
30TYM17,Aragón,Huesca
30TYM27,Aragón,Huesca
30TYM37,Aragón,Huesca
30TYM47,Aragón,Huesca
29TPG16,Galicia,Ourense
31TCG86,Cataluña/Catalunya,Lleida
29TPG26,Galicia,Ourense
31TCG76,Cataluña/Catalunya,Lleida
31TEG35,,
31TEG25,,
31TEG15,Cataluña/Catalunya,Girona
29TPG36,Galicia,Ourense
31TCG66,Cataluña/Catalunya,Lleida
31TEG05,Cataluña/Catalunya,Girona
29TPG46,Galicia,Ourense
31TCG56,Cataluña/Catalunya,Lleida
29TLG95,,
29TMG05,,
29TMG15,,
29TMG25,,
29TMG35,,
29TMG45,,
29TMG55,,
29TMG65,,
29TMG75,,
29TMG85,,
29TMG95,,
29TNG05,Galicia,Pontevedra
31TDG95,Cataluña/Catalunya,Girona
29TPG56,Galicia,Ourense
31TCG46,Cataluña/Catalunya,Lleida
29TNG15,Galicia,Pontevedra
31TDG85,Cataluña/Catalunya,Girona
29TPG66,Castilla y León,Zamora
29TPG66,Castilla y León,Ourense
29TPG66,Galicia,Zamora
29TPG66,Galicia,Ourense
31TCG36,Cataluña/Catalunya,Lleida
29TNG25,Galicia,Pontevedra
31TDG75,Cataluña/Catalunya,Girona
29TPG76,Castilla y León,Zamora
31TCG26,Cataluña/Catalunya,Lleida
29TNG35,Galicia,Pontevedra
31TDG65,Cataluña/Catalunya,Girona
29TPG86,Castilla y León,Zamora
31TCG16,Cataluña/Catalunya,Lleida
29TNG45,Galicia,Pontevedra
31TDG55,Cataluña/Catalunya,Barcelona
31TDG55,Cataluña/Catalunya,Girona
29TPG96,Castilla y León,Zamora
31TCG06,Aragón,Lleida
31TCG06,Aragón,Huesca
31TCG06,Cataluña/Catalunya,Lleida
31TCG06,Cataluña/Catalunya,Huesca
29TNG55,Galicia,Pontevedra
31TDG45,Cataluña/Catalunya,Barcelona
29TQG06,Castilla y León,Zamora
31TBG96,Aragón,Huesca
29TNG65,Galicia,Ourense
31TDG35,Cataluña/Catalunya,Barcelona
29TQG16,Castilla y León,Zamora
31TBG86,Aragón,Huesca
29TNG75,Galicia,Ourense
31TDG25,Cataluña/Catalunya,Barcelona
29TQG26,Castilla y León,Zamora
31TBG76,Aragón,Huesca
29TNG85,Galicia,Ourense
31TDG15,Cataluña/Catalunya,Barcelona
29TQG36,Castilla y León,Zamora
29TQG36,Castilla y León,León
31TBG66,Aragón,Huesca
29TNG95,Galicia,Ourense
31TDG05,Cataluña/Catalunya,Barcelona
29TQG46,Castilla y León,Zamora
31TBG56,Aragón,Huesca
29TPG05,Galicia,Ourense
31TCG95,Cataluña/Catalunya,Barcelona
31TCG95,Cataluña/Catalunya,Lleida
30TTM56,Castilla y León,Zamora
30TTM56,Castilla y León,León
30TTM66,Castilla y León,Zamora
30TTM66,Castilla y León,León
30TTM76,Castilla y León,Zamora
30TTM76,Castilla y León,León
30TTM86,Castilla y León,Zamora
30TTM86,Castilla y León,León
30TTM96,Castilla y León,Zamora
30TTM96,Castilla y León,Valladolid
30TTM96,Castilla y León,León
30TUM06,Castilla y León,Valladolid
30TUM06,Castilla y León,León
30TUM16,Castilla y León,Valladolid
30TUM26,Castilla y León,Valladolid
30TUM36,Castilla y León,Palencia
30TUM36,Castilla y León,Valladolid
30TUM46,Castilla y León,Palencia
30TUM46,Castilla y León,Valladolid
30TUM56,Castilla y León,Palencia
30TUM66,Castilla y León,Palencia
30TUM76,Castilla y León,Palencia
30TUM86,Castilla y León,Palencia
30TUM96,Castilla y León,Palencia
30TVM06,Castilla y León,Burgos
30TVM06,Castilla y León,Palencia
30TVM16,Castilla y León,Burgos
30TVM16,Castilla y León,Palencia
30TVM26,Castilla y León,Burgos
30TVM36,Castilla y León,Burgos
30TVM46,Castilla y León,Burgos
30TVM56,Castilla y León,Burgos
30TVM66,Castilla y León,Burgos
30TVM76,Castilla y León,Burgos
30TVM86,Castilla y León,Burgos
30TVM96,La Rioja,La Rioja
30TVM96,La Rioja,Burgos
30TVM96,Castilla y León,La Rioja
30TVM96,Castilla y León,Burgos
30TWM06,La Rioja,La Rioja
30TWM16,La Rioja,Soria
30TWM16,La Rioja,La Rioja
30TWM16,Castilla y León,Soria
30TWM16,Castilla y León,La Rioja
30TWM26,La Rioja,Soria
30TWM26,La Rioja,La Rioja
30TWM26,Castilla y León,Soria
30TWM26,Castilla y León,La Rioja
30TWM36,La Rioja,Soria
30TWM36,La Rioja,La Rioja
30TWM36,Castilla y León,Soria
30TWM36,Castilla y León,La Rioja
30TWM46,La Rioja,Soria
30TWM46,La Rioja,La Rioja
30TWM46,Castilla y León,Soria
30TWM46,Castilla y León,La Rioja
30TWM56,La Rioja,Soria
30TWM56,La Rioja,La Rioja
30TWM56,Castilla y León,Soria
30TWM56,Castilla y León,La Rioja
30TWM66,La Rioja,Soria
30TWM66,La Rioja,La Rioja
30TWM66,Castilla y León,Soria
30TWM66,Castilla y León,La Rioja
30TWM76,La Rioja,Soria
30TWM76,La Rioja,La Rioja
30TWM76,Castilla y León,Soria
30TWM76,Castilla y León,La Rioja
30TWM86,La Rioja,La Rioja
30TWM96,La Rioja,Navarra
30TWM96,La Rioja,La Rioja
30TWM96,Comunidad Foral de Navarra,Navarra
30TWM96,Comunidad Foral de Navarra,La Rioja
30TXM06,La Rioja,Navarra
30TXM06,La Rioja,La Rioja
30TXM06,Comunidad Foral de Navarra,Navarra
30TXM06,Comunidad Foral de Navarra,La Rioja
30TXM16,Comunidad Foral de Navarra,Navarra
30TXM26,Comunidad Foral de Navarra,Navarra
30TXM36,Aragón,Zaragoza
30TXM36,Aragón,Navarra
30TXM36,Comunidad Foral de Navarra,Zaragoza
30TXM36,Comunidad Foral de Navarra,Navarra
30TXM46,Aragón,Zaragoza
30TXM56,Aragón,Zaragoza
30TXM66,Aragón,Zaragoza
30TXM76,Aragón,Zaragoza
30TXM76,Aragón,Huesca
30TXM86,Aragón,Zaragoza
30TXM86,Aragón,Huesca
30TXM96,Aragón,Huesca
30TYM06,Aragón,Huesca
30TYM16,Aragón,Huesca
30TYM26,Aragón,Huesca
30TYM36,Aragón,Huesca
30TYM46,Aragón,Huesca
29TPG15,Galicia,Ourense
31TCG85,Cataluña/Catalunya,Barcelona
31TCG85,Cataluña/Catalunya,Lleida
29TPG25,Galicia,Ourense
31TCG75,Cataluña/Catalunya,Lleida
31TEG54,,
31TEG44,,
31TEG34,,
31TEG24,,
31TEG14,Cataluña/Catalunya,Girona
29TPG35,Galicia,Ourense
31TCG65,Cataluña/Catalunya,Lleida
31TEG04,Cataluña/Catalunya,Girona
29TPG45,Galicia,Ourense
31TCG55,Cataluña/Catalunya,Lleida
29TLG44,,
29TLG54,,
29TLG64,,
29TLG74,,
29TLG84,,
29TLG94,,
29TMG04,,
29TMG14,,
29TMG24,,
29TMG34,,
29TMG44,,
29TMG54,,
29TMG64,,
29TMG74,,
29TMG84,,
29TMG94,,
29TNG04,Galicia,Pontevedra
31TDG94,Cataluña/Catalunya,Girona
29TPG55,Galicia,Ourense
31TCG45,Cataluña/Catalunya,Lleida
29TNG14,Galicia,Pontevedra
31TDG84,Cataluña/Catalunya,Girona
29TPG65,Castilla y León,Zamora
29TPG65,Castilla y León,Ourense
29TPG65,Galicia,Zamora
29TPG65,Galicia,Ourense
31TCG35,Cataluña/Catalunya,Lleida
29TNG24,Galicia,Pontevedra
31TDG74,Cataluña/Catalunya,Girona
29TPG75,Castilla y León,Zamora
31TCG25,Cataluña/Catalunya,Lleida
31TDG64,Cataluña/Catalunya,Girona
29TPG85,Castilla y León,Zamora
31TCG15,Cataluña/Catalunya,Lleida
31TDG54,Cataluña/Catalunya,Barcelona
31TDG54,Cataluña/Catalunya,Girona
29TPG95,Castilla y León,Zamora
31TCG05,Aragón,Lleida
31TCG05,Aragón,Huesca
31TCG05,Cataluña/Catalunya,Lleida
31TCG05,Cataluña/Catalunya,Huesca
31TDG44,Cataluña/Catalunya,Barcelona
29TQG05,Castilla y León,Zamora
31TBG95,Aragón,Huesca
29TNG64,Galicia,Ourense
31TDG34,Cataluña/Catalunya,Barcelona
29TQG15,Castilla y León,Zamora
31TBG85,Aragón,Huesca
29TNG74,Galicia,Ourense
31TDG24,Cataluña/Catalunya,Barcelona
29TQG25,Castilla y León,Zamora
31TBG75,Aragón,Huesca
29TNG84,Galicia,Ourense
31TDG14,Cataluña/Catalunya,Barcelona
29TQG35,Castilla y León,Zamora
31TBG65,Aragón,Huesca
29TNG94,Galicia,Ourense
31TDG04,Cataluña/Catalunya,Barcelona
29TQG45,Castilla y León,Zamora
31TBG55,Aragón,Huesca
29TPG04,Galicia,Ourense
31TCG94,Cataluña/Catalunya,Barcelona
31TCG94,Cataluña/Catalunya,Lleida
30TTM55,Castilla y León,Zamora
30TTM65,Castilla y León,Zamora
30TTM75,Castilla y León,Zamora
30TTM85,Castilla y León,Zamora
30TTM95,Castilla y León,Zamora
30TTM95,Castilla y León,Valladolid
30TTM95,Castilla y León,León
30TUM05,Castilla y León,Zamora
30TUM05,Castilla y León,Valladolid
30TUM05,Castilla y León,León
30TUM15,Castilla y León,Zamora
30TUM15,Castilla y León,Valladolid
30TUM25,Castilla y León,Valladolid
30TUM35,Castilla y León,Palencia
30TUM35,Castilla y León,Valladolid
30TUM45,Castilla y León,Palencia
30TUM45,Castilla y León,Valladolid
30TUM55,Castilla y León,Palencia
30TUM65,Castilla y León,Palencia
30TUM75,Castilla y León,Palencia
30TUM85,Castilla y León,Palencia
30TUM95,Castilla y León,Palencia
30TVM05,Castilla y León,Burgos
30TVM05,Castilla y León,Palencia
30TVM15,Castilla y León,Burgos
30TVM15,Castilla y León,Palencia
30TVM25,Castilla y León,Burgos
30TVM35,Castilla y León,Burgos
30TVM45,Castilla y León,Burgos
30TVM55,Castilla y León,Burgos
30TVM65,Castilla y León,Burgos
30TVM75,Castilla y León,Burgos
30TVM85,Castilla y León,Burgos
30TVM95,La Rioja,La Rioja
30TVM95,La Rioja,Burgos
30TVM95,Castilla y León,La Rioja
30TVM95,Castilla y León,Burgos
30TWM05,La Rioja,Soria
30TWM05,La Rioja,La Rioja
30TWM05,La Rioja,Burgos
30TWM05,Castilla y León,Soria
30TWM05,Castilla y León,La Rioja
30TWM05,Castilla y León,Burgos
30TWM15,La Rioja,Soria
30TWM15,La Rioja,La Rioja
30TWM15,Castilla y León,Soria
30TWM15,Castilla y León,La Rioja
30TWM25,La Rioja,Soria
30TWM25,La Rioja,La Rioja
30TWM25,Castilla y León,Soria
30TWM25,Castilla y León,La Rioja
30TWM35,La Rioja,Soria
30TWM35,La Rioja,La Rioja
30TWM35,Castilla y León,Soria
30TWM35,Castilla y León,La Rioja
30TWM45,Castilla y León,Soria
30TWM55,Castilla y León,Soria
30TWM65,Castilla y León,Soria
30TWM75,La Rioja,Soria
30TWM75,La Rioja,La Rioja
30TWM75,Castilla y León,Soria
30TWM75,Castilla y León,La Rioja
30TWM85,La Rioja,La Rioja
30TWM95,Aragón,Zaragoza
30TWM95,Aragón,Navarra
30TWM95,Aragón,La Rioja
30TWM95,La Rioja,Zaragoza
30TWM95,La Rioja,Navarra
30TWM95,La Rioja,La Rioja
30TWM95,Comunidad Foral de Navarra,Zaragoza
30TWM95,Comunidad Foral de Navarra,Navarra
30TWM95,Comunidad Foral de Navarra,La Rioja
30TXM05,Comunidad Foral de Navarra,Navarra
30TXM15,Comunidad Foral de Navarra,Navarra
30TXM25,Comunidad Foral de Navarra,Navarra
30TXM35,Aragón,Zaragoza
30TXM35,Aragón,Navarra
30TXM35,Comunidad Foral de Navarra,Zaragoza
30TXM35,Comunidad Foral de Navarra,Navarra
30TXM45,Aragón,Zaragoza
30TXM55,Aragón,Zaragoza
30TXM65,Aragón,Zaragoza
30TXM75,Aragón,Zaragoza
30TXM75,Aragón,Huesca
30TXM85,Aragón,Zaragoza
30TXM85,Aragón,Huesca
30TXM95,Aragón,Huesca
30TYM05,Aragón,Huesca
30TYM15,Aragón,Huesca
30TYM25,Aragón,Huesca
30TYM35,Aragón,Huesca
30TYM45,Aragón,Huesca
29TPG14,Galicia,Ourense
31TCG84,Cataluña/Catalunya,Barcelona
31TCG84,Cataluña/Catalunya,Lleida
29TPG24,Galicia,Ourense
31TCG74,Cataluña/Catalunya,Lleida
31TEG83,,
31TEG73,,
31TEG63,,
31TEG53,,
31TEG43,,
31TEG33,,
31TEG23,,
31TEG13,Cataluña/Catalunya,Girona
31TFG12,,
31TFG02,,
31TEG92,,
31TEG82,,
31TEG72,,
29TPG34,Galicia,Ourense
31TCG64,Cataluña/Catalunya,Lleida
31TEG03,Cataluña/Catalunya,Girona
29TPG44,Galicia,Ourense
31TCG54,Cataluña/Catalunya,Lleida
29TLG03,,
29TLG13,,
29TLG23,,
29TLG33,,
29TLG43,,
29TLG53,,
29TLG63,,
29TLG73,,
29TLG83,,
29TLG93,,
29TMG03,,
29TMG13,,
29TKG72,,
29TMG23,,
29TKG82,,
29TMG33,,
29TKG92,,
29TMG43,,
29TLG02,,
29TMG53,,
29TLG12,,
29TMG63,,
29TLG22,,
29TMG73,,
29TLG32,,
29TMG83,,
29TLG42,,
29TMG93,,
29TLG52,,
28TGM31,,
29TNG03,Galicia,Pontevedra
29TLG62,,
29TLG72,,
28TGM41,,
29TLG82,,
29TLG92,,
29TKG51,,
29TMG02,,
29TKG61,,
29TMG12,,
29TKG71,,
29TMG22,,
29TKG81,,
31TDG93,Cataluña/Catalunya,Girona
29TPG54,Galicia,Ourense
31TCG44,Cataluña/Catalunya,Lleida
29TNG13,Galicia,Pontevedra
31TDG83,Cataluña/Catalunya,Girona
29TPG64,Castilla y León,Zamora
29TPG64,Castilla y León,Ourense
29TPG64,Galicia,Zamora
29TPG64,Galicia,Ourense
31TCG34,Cataluña/Catalunya,Lleida
31TDG73,Cataluña/Catalunya,Girona
29TPG74,Castilla y León,Zamora
31TCG24,Cataluña/Catalunya,Lleida
31TDG63,Cataluña/Catalunya,Girona
29TPG84,Castilla y León,Zamora
31TCG14,Cataluña/Catalunya,Lleida
31TDG53,Cataluña/Catalunya,Barcelona
31TDG53,Cataluña/Catalunya,Girona
29TPG94,Castilla y León,Zamora
31TCG04,Aragón,Lleida
31TCG04,Aragón,Huesca
31TCG04,Cataluña/Catalunya,Lleida
31TCG04,Cataluña/Catalunya,Huesca
31TDG43,Cataluña/Catalunya,Barcelona
31TDG43,Cataluña/Catalunya,Girona
29TQG04,Castilla y León,Zamora
31TBG94,Aragón,Lleida
31TBG94,Aragón,Huesca
31TBG94,Cataluña/Catalunya,Lleida
31TBG94,Cataluña/Catalunya,Huesca
29TNG63,Galicia,Ourense
31TDG33,Cataluña/Catalunya,Barcelona
31TBG84,Aragón,Huesca
31TFG81,,
31TFG71,,
31TFG61,,
31TEG62,,
31TEG52,,
31TEG42,,
31TEG32,,
31TEG22,,
31TEG12,,
31TFG51,,
31TFG41,,
31TFG31,,
31TFG21,,
31TFG11,,
31TFG01,,
31TEG91,,
31TEG81,,
31TEG71,,
31TEG61,,
31TEG51,,
31TFG90,,
31TEG41,,
31TFG80,,
31TEG31,,
31TFG70,,
31TEG21,,
31TFG60,,
31TFG50,,
31TFG40,,
31TFG30,,
31TFG20,,
31TFG10,,
31TFG00,,
31TEG90,,
31TEG80,,
31TEG70,,
31TEG60,,
31TEG50,,
31TEG40,,
31TFF89,,
31TEG30,,
31TFF79,,
31TFF69,,
31TFF59,,
31TFF49,,
31TFF39,,
31TFF29,,
31TFF19,,
31TFF09,,
31TEF99,,
31TEF89,,
31TEF79,,
31TEF69,,
31TEF59,,
31TEF49,,
31TFF68,,
31TFF58,,
31TFF48,,
31TFF38,,
31TFF28,,
31TFF18,,
31TFF08,,
31TEF98,,
31TEF88,,
31TEF78,,
31TEF68,,
31TEF58,,
31TFF47,,
31TFF37,,
31TFF27,,
31TFF17,,
31TFF07,,
31TEF97,,
31TEF87,,
31TEF77,,
31TEF67,,
31TFF26,,
31TFF16,,
31TFF06,,
31TEF96,,
31TEF86,,
31TEF76,,
29TMG32,,
29TMG42,,
29TMG52,,
29TNG62,Galicia,Ourense
29TQG14,Castilla y León,Zamora
29TNG73,Galicia,Ourense
31TDG23,Cataluña/Catalunya,Barcelona
29TQG24,Castilla y León,Zamora
31TBG74,Aragón,Huesca
29TNG83,Galicia,Ourense
31TDG13,Cataluña/Catalunya,Barcelona
29TQG34,Castilla y León,Zamora
31TBG64,Aragón,Huesca
29TNG93,Galicia,Ourense
31TDG03,Cataluña/Catalunya,Barcelona
29TQG44,Castilla y León,Zamora
31TBG54,Aragón,Huesca
29TPG03,Galicia,Ourense
31TCG93,Cataluña/Catalunya,Barcelona
30TTM54,Castilla y León,Zamora
30TTM64,Castilla y León,Zamora
30TTM74,Castilla y León,Zamora
30TTM84,Castilla y León,Zamora
30TTM94,Castilla y León,Zamora
30TTM94,Castilla y León,Valladolid
30TUM04,Castilla y León,Zamora
30TUM04,Castilla y León,Valladolid
30TUM14,Castilla y León,Zamora
30TUM14,Castilla y León,Valladolid
30TUM24,Castilla y León,Valladolid
30TUM34,Castilla y León,Palencia
30TUM34,Castilla y León,Valladolid
30TUM44,Castilla y León,Palencia
30TUM44,Castilla y León,Valladolid
30TUM54,Castilla y León,Palencia
30TUM64,Castilla y León,Palencia
30TUM64,Castilla y León,Valladolid
30TUM74,Castilla y León,Palencia
30TUM84,Castilla y León,Palencia
30TUM94,Castilla y León,Palencia
30TVM04,Castilla y León,Palencia
30TVM14,Castilla y León,Burgos
30TVM14,Castilla y León,Palencia
30TVM24,Castilla y León,Burgos
30TVM24,Castilla y León,Palencia
30TVM34,Castilla y León,Burgos
30TVM44,Castilla y León,Burgos
30TVM54,Castilla y León,Burgos
30TVM64,Castilla y León,Burgos
30TVM74,Castilla y León,Burgos
30TVM84,Castilla y León,Burgos
30TVM94,Castilla y León,Burgos
30TWM04,Castilla y León,Soria
30TWM04,Castilla y León,Burgos
30TWM14,Castilla y León,Soria
30TWM24,La Rioja,Soria
30TWM24,La Rioja,La Rioja
30TWM24,Castilla y León,Soria
30TWM24,Castilla y León,La Rioja
30TWM34,La Rioja,Soria
30TWM34,La Rioja,La Rioja
30TWM34,Castilla y León,Soria
30TWM34,Castilla y León,La Rioja
30TWM44,Castilla y León,Soria
30TWM54,Castilla y León,Soria
30TWM64,Castilla y León,Soria
30TWM74,La Rioja,Soria
30TWM74,La Rioja,La Rioja
30TWM74,Castilla y León,Soria
30TWM74,Castilla y León,La Rioja
30TWM84,La Rioja,Soria
30TWM84,La Rioja,La Rioja
30TWM84,Castilla y León,Soria
30TWM84,Castilla y León,La Rioja
30TWM94,Aragón,Zaragoza
30TWM94,Aragón,Navarra
30TWM94,Aragón,Soria
30TWM94,Aragón,La Rioja
30TWM94,La Rioja,Zaragoza
30TWM94,La Rioja,Navarra
30TWM94,La Rioja,Soria
30TWM94,La Rioja,La Rioja
30TWM94,Comunidad Foral de Navarra,Zaragoza
30TWM94,Comunidad Foral de Navarra,Navarra
30TWM94,Comunidad Foral de Navarra,Soria
30TWM94,Comunidad Foral de Navarra,La Rioja
30TWM94,Castilla y León,Zaragoza
30TWM94,Castilla y León,Navarra
30TWM94,Castilla y León,Soria
30TWM94,Castilla y León,La Rioja
30TXM04,Aragón,Zaragoza
30TXM04,Aragón,Navarra
30TXM04,Comunidad Foral de Navarra,Zaragoza
30TXM04,Comunidad Foral de Navarra,Navarra
30TXM14,Aragón,Zaragoza
30TXM14,Aragón,Navarra
30TXM14,Comunidad Foral de Navarra,Zaragoza
30TXM14,Comunidad Foral de Navarra,Navarra
30TXM24,Aragón,Zaragoza
30TXM24,Aragón,Navarra
30TXM24,Comunidad Foral de Navarra,Zaragoza
30TXM24,Comunidad Foral de Navarra,Navarra
30TXM34,Aragón,Zaragoza
30TXM34,Aragón,Navarra
30TXM34,Comunidad Foral de Navarra,Zaragoza
30TXM34,Comunidad Foral de Navarra,Navarra
30TXM44,Aragón,Zaragoza
30TXM54,Aragón,Zaragoza
30TXM64,Aragón,Zaragoza
30TXM74,Aragón,Zaragoza
30TXM74,Aragón,Huesca
30TXM84,Aragón,Zaragoza
30TXM84,Aragón,Huesca
30TXM94,Aragón,Zaragoza
30TXM94,Aragón,Huesca
30TYM04,Aragón,Huesca
30TYM14,Aragón,Huesca
30TYM24,Aragón,Huesca
30TYM34,Aragón,Huesca
30TYM44,Aragón,Huesca
29TPG13,Galicia,Ourense
31TCG83,Cataluña/Catalunya,Barcelona
31TCG83,Cataluña/Catalunya,Lleida
29TPG23,Galicia,Ourense
31TCG73,Cataluña/Catalunya,Lleida
29TPG33,Galicia,Ourense
31TCG63,Cataluña/Catalunya,Lleida
31TEG02,Cataluña/Catalunya,Girona
31TEG11,,
31TEG01,,
31TEG20,,
31TEG10,,
31TEF39,,
31TEF29,,
31TEF48,,
31TEF38,,
31TEF57,,
31TEF47,,
31TEF66,,
31TEF56,,
29TPG43,Galicia,Ourense
31TCG53,Cataluña/Catalunya,Lleida
31TDG92,Cataluña/Catalunya,Girona
29TPG53,Galicia,Ourense
31TCG43,Cataluña/Catalunya,Lleida
31TDG82,Cataluña/Catalunya,Girona
31TCG33,Cataluña/Catalunya,Lleida
31TDG72,Cataluña/Catalunya,Barcelona
31TDG72,Cataluña/Catalunya,Girona
31TCG23,Cataluña/Catalunya,Lleida
31TDG62,Cataluña/Catalunya,Barcelona
31TDG62,Cataluña/Catalunya,Girona
31TCG13,Cataluña/Catalunya,Lleida
31TDG52,Cataluña/Catalunya,Barcelona
31TDG52,Cataluña/Catalunya,Girona
31TCG03,Aragón,Lleida
31TCG03,Aragón,Huesca
31TCG03,Cataluña/Catalunya,Lleida
31TCG03,Cataluña/Catalunya,Huesca
31TDG42,Cataluña/Catalunya,Barcelona
31TDG42,Cataluña/Catalunya,Girona
29TQG03,Castilla y León,Zamora
31TBG93,Aragón,Lleida
31TBG93,Aragón,Huesca
31TBG93,Cataluña/Catalunya,Lleida
31TBG93,Cataluña/Catalunya,Huesca
31TDG32,Cataluña/Catalunya,Barcelona
29TQG13,Castilla y León,Zamora
31TBG83,Aragón,Lleida
31TBG83,Aragón,Huesca
31TBG83,Cataluña/Catalunya,Lleida
31TBG83,Cataluña/Catalunya,Huesca
29TNG72,Galicia,Ourense
31TDG22,Cataluña/Catalunya,Barcelona
29TQG23,Castilla y León,Zamora
31TBG73,Aragón,Huesca
31TDG12,Cataluña/Catalunya,Barcelona
29TQG33,Castilla y León,Zamora
31TBG63,Aragón,Huesca
31TDG02,Cataluña/Catalunya,Barcelona
29TQG43,Castilla y León,Zamora
31TBG53,Aragón,Huesca
31TCG92,Cataluña/Catalunya,Barcelona
30TTM53,Castilla y León,Zamora
30TTM63,Castilla y León,Zamora
30TTM73,Castilla y León,Zamora
30TTM83,Castilla y León,Zamora
30TTM93,Castilla y León,Zamora
30TUM03,Castilla y León,Zamora
30TUM03,Castilla y León,Valladolid
30TUM13,Castilla y León,Zamora
30TUM13,Castilla y León,Valladolid
30TUM23,Castilla y León,Valladolid
30TUM33,Castilla y León,Valladolid
30TUM43,Castilla y León,Palencia
30TUM43,Castilla y León,Valladolid
30TUM53,Castilla y León,Palencia
30TUM53,Castilla y León,Valladolid
30TUM63,Castilla y León,Palencia
30TUM63,Castilla y León,Valladolid
30TUM73,Castilla y León,Palencia
30TUM73,Castilla y León,Valladolid
30TUM83,Castilla y León,Palencia
30TUM93,Castilla y León,Palencia
30TVM03,Castilla y León,Burgos
30TVM03,Castilla y León,Palencia
30TVM13,Castilla y León,Burgos
30TVM13,Castilla y León,Palencia
30TVM23,Castilla y León,Burgos
30TVM33,Castilla y León,Burgos
